Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0023149									NEPH_000472-T1												
OG0023150									NEPH_000474-T1												
OG0023151									NEPH_000475-T1												
OG0023152									NEPH_000476-T1												
OG0023153									NEPH_000477-T1												
OG0023154									NEPH_000479-T1												
OG0023155									NEPH_000480-T1												
OG0023156									NEPH_000482-T1												
OG0023157									NEPH_000483-T1												
OG0023158									NEPH_000484-T1												
OG0023159									NEPH_000485-T1												
OG0023160									NEPH_000486-T1												
OG0023161									NEPH_000488-T1												
OG0023162									NEPH_000490-T1												
OG0023163									NEPH_000491-T1												
OG0023164									NEPH_000493-T1												
OG0023165									NEPH_000494-T1												
OG0023166									NEPH_000499-T1												
OG0023167									NEPH_000502-T1												
OG0023168									NEPH_000503-T1												
OG0023169									NEPH_000504-T1												
OG0023170									NEPH_000509-T1												
OG0023171									NEPH_000512-T1												
OG0023172									NEPH_000515-T1												
OG0023173									NEPH_000518-T1												
OG0023174									NEPH_000520-T1												
OG0023175									NEPH_000521-T1												
OG0023176									NEPH_000530-T1												
OG0023177									NEPH_000534-T1												
OG0023178									NEPH_000541-T1												
OG0023179									NEPH_000543-T1												
OG0023180									NEPH_000544-T1												
OG0023181									NEPH_000545-T1												
OG0023182									NEPH_000549-T1												
OG0023183									NEPH_000550-T1												
OG0023184									NEPH_000551-T1												
OG0023185									NEPH_000552-T1												
OG0023186									NEPH_000554-T1												
OG0023187									NEPH_000557-T1												
OG0023188									NEPH_000559-T1												
OG0023189									NEPH_000560-T1												
OG0023190									NEPH_000562-T1												
OG0023191									NEPH_000563-T1												
OG0023192									NEPH_000569-T1												
OG0023193									NEPH_000570-T1												
OG0023194									NEPH_000571-T1												
OG0023195									NEPH_000572-T1												
OG0023196									NEPH_000573-T1												
OG0023197									NEPH_000574-T1												
OG0023198									NEPH_000575-T1												
OG0023199									NEPH_000578-T1												
OG0023200									NEPH_000581-T1												
OG0023201									NEPH_000583-T1												
OG0023202									NEPH_000585-T1												
OG0023203									NEPH_000587-T1												
OG0023204									NEPH_000589-T1												
OG0023205									NEPH_000590-T1												
OG0023206									NEPH_000592-T1												
OG0023207									NEPH_000593-T1												
OG0023208									NEPH_000594-T1												
OG0023209									NEPH_000595-T1												
OG0023210									NEPH_000596-T1												
OG0023211									NEPH_000597-T1												
OG0023212									NEPH_000598-T1												
OG0023213									NEPH_000599-T1												
OG0023214									NEPH_000601-T1												
OG0023215									NEPH_000602-T1												
OG0023216									NEPH_000605-T1												
OG0023217									NEPH_000607-T1												
OG0023218									NEPH_000610-T1												
OG0023219									NEPH_000612-T1												
OG0023220									NEPH_000613-T1												
OG0023221									NEPH_000615-T1												
OG0023222									NEPH_000616-T1												
OG0023223									NEPH_000617-T1												
OG0023224									NEPH_000620-T1												
OG0023225									NEPH_000622-T1												
OG0023226									NEPH_000625-T1												
OG0023227									NEPH_000626-T1												
OG0023228									NEPH_000627-T1												
OG0023229									NEPH_000628-T1												
OG0023230									NEPH_000630-T1												
OG0023231									NEPH_000631-T1												
OG0023232									NEPH_000632-T1												
OG0023233									NEPH_000633-T1												
OG0023234									NEPH_000634-T1												
OG0023235									NEPH_000635-T1												
OG0023236									NEPH_000637-T1												
OG0023237									NEPH_000642-T1												
OG0023238									NEPH_000644-T1												
OG0023239									NEPH_000648-T1												
OG0023240									NEPH_000649-T1												
OG0023241									NEPH_000651-T1												
OG0023242									NEPH_000652-T1												
OG0023243									NEPH_000654-T1												
OG0023244									NEPH_000662-T1												
OG0023245									NEPH_000663-T1												
OG0023246									NEPH_000665-T1												
OG0023247									NEPH_000672-T1												
OG0023248									NEPH_000673-T1												
OG0023249									NEPH_000675-T1												
OG0023250									NEPH_000677-T1												
OG0023251									NEPH_000678-T1												
OG0023252									NEPH_000680-T1												
OG0023253									NEPH_000681-T1												
OG0023254									NEPH_000683-T1												
OG0023255									NEPH_000684-T1												
OG0023256									NEPH_000685-T1												
OG0023257									NEPH_000687-T1												
OG0023258									NEPH_000688-T1												
OG0023259									NEPH_000689-T1												
OG0023260									NEPH_000690-T1												
OG0023261									NEPH_000691-T1												
OG0023262									NEPH_000693-T1												
OG0023263									NEPH_000695-T1												
OG0023264									NEPH_000696-T1												
OG0023265									NEPH_000697-T1												
OG0023266									NEPH_000698-T1												
OG0023267									NEPH_000701-T1												
OG0023268									NEPH_000702-T1												
OG0023269									NEPH_000705-T1												
OG0023270									NEPH_000707-T1												
OG0023271									NEPH_000708-T1												
OG0023272									NEPH_000710-T1												
OG0023273									NEPH_000711-T1												
OG0023274									NEPH_000712-T1												
OG0023275									NEPH_000714-T1												
OG0023276									NEPH_000715-T1												
OG0023277									NEPH_000716-T1												
OG0023278									NEPH_000717-T1												
OG0023279									NEPH_000719-T1												
OG0023280									NEPH_000720-T1												
OG0023281									NEPH_000721-T1												
OG0023282									NEPH_000725-T1												
OG0023283									NEPH_000726-T1												
OG0023284									NEPH_000727-T1												
OG0023285									NEPH_000728-T1												
OG0023286									NEPH_000729-T1												
OG0023287									NEPH_000731-T1												
OG0023288									NEPH_000733-T1												
OG0023289									NEPH_000734-T1												
OG0023290									NEPH_000736-T1												
OG0023291									NEPH_000737-T1												
OG0023292									NEPH_000740-T1												
OG0023293									NEPH_000742-T1												
OG0023294									NEPH_000744-T1												
OG0023295									NEPH_000745-T1												
OG0023296									NEPH_000746-T1												
OG0023297									NEPH_000748-T1												
OG0023298									NEPH_000749-T1												
OG0023299									NEPH_000750-T1												
OG0023300									NEPH_000751-T1												
OG0023301									NEPH_000752-T1												
OG0023302									NEPH_000754-T1												
OG0023303									NEPH_000756-T1												
OG0023304									NEPH_000757-T1												
OG0023305									NEPH_000758-T1												
OG0023306									NEPH_000761-T1												
OG0023307									NEPH_000762-T1												
OG0023308									NEPH_000763-T1												
OG0023309									NEPH_000765-T1												
OG0023310									NEPH_000766-T1												
OG0023311									NEPH_000767-T1												
OG0023312									NEPH_000769-T1												
OG0023313									NEPH_000771-T1												
OG0023314									NEPH_000773-T1												
OG0023315									NEPH_000775-T1												
OG0023316									NEPH_000776-T1												
OG0023317									NEPH_000777-T1												
OG0023318									NEPH_000778-T1												
OG0023319									NEPH_000781-T1												
OG0023320									NEPH_000783-T1												
OG0023321									NEPH_000784-T1												
OG0023322									NEPH_000785-T1												
OG0023323									NEPH_000786-T1												
OG0023324									NEPH_000791-T1												
OG0023325									NEPH_000792-T1												
OG0023326									NEPH_000795-T1												
OG0023327									NEPH_000796-T1												
OG0023328									NEPH_000798-T1												
OG0023329									NEPH_000799-T1												
OG0023330									NEPH_000800-T1												
OG0023331									NEPH_000803-T1												
OG0023332									NEPH_000804-T1												
OG0023333									NEPH_000809-T1												
OG0023334									NEPH_000810-T1												
OG0023335									NEPH_000811-T1												
OG0023336									NEPH_000813-T1												
OG0023337									NEPH_000814-T1												
OG0023338									NEPH_000815-T1												
OG0023339									NEPH_000819-T1												
OG0023340									NEPH_000823-T1												
OG0023341									NEPH_000825-T1												
OG0023342									NEPH_000826-T1												
OG0023343									NEPH_000828-T1												
OG0023344									NEPH_000829-T1												
OG0023345									NEPH_000835-T1												
OG0023346									NEPH_000836-T1												
OG0023347									NEPH_000838-T1												
OG0023348									NEPH_000839-T1												
OG0023349									NEPH_000840-T1												
OG0023350									NEPH_000841-T1												
OG0023351									NEPH_000843-T1												
OG0023352									NEPH_000844-T1												
OG0023353									NEPH_000845-T1												
OG0023354									NEPH_000846-T1												
OG0023355									NEPH_000847-T1												
OG0023356									NEPH_000849-T1												
OG0023357									NEPH_000850-T1												
OG0023358									NEPH_000851-T1												
OG0023359									NEPH_000852-T1												
OG0023360									NEPH_000853-T1												
OG0023361									NEPH_000855-T1												
OG0023362									NEPH_000856-T1												
OG0023363									NEPH_000857-T1												
OG0023364									NEPH_000858-T1												
OG0023365									NEPH_000860-T1												
OG0023366									NEPH_000861-T1												
OG0023367									NEPH_000862-T1												
OG0023368									NEPH_000865-T1												
OG0023369									NEPH_000866-T1												
OG0023370									NEPH_000867-T1												
OG0023371									NEPH_000868-T1												
OG0023372									NEPH_000869-T1												
OG0023373									NEPH_000870-T1												
OG0023374									NEPH_000872-T1												
OG0023375									NEPH_000876-T1												
OG0023376									NEPH_000878-T1												
OG0023377									NEPH_000880-T1												
OG0023378									NEPH_000881-T1												
OG0023379									NEPH_000883-T1												
OG0023380									NEPH_000884-T1												
OG0023381									NEPH_000885-T1												
OG0023382									NEPH_000889-T1												
OG0023383									NEPH_000892-T1												
OG0023384									NEPH_000893-T1												
OG0023385									NEPH_000894-T1												
OG0023386									NEPH_000896-T1												
OG0023387									NEPH_000899-T1												
OG0023388									NEPH_000903-T1												
OG0023389									NEPH_000904-T1												
OG0023390									NEPH_000905-T1												
OG0023391									NEPH_000906-T1												
OG0023392									NEPH_000907-T1												
OG0023393									NEPH_000908-T1												
OG0023394									NEPH_000909-T1												
OG0023395									NEPH_000910-T1												
OG0023396									NEPH_000911-T1												
OG0023397									NEPH_000912-T1												
OG0023398									NEPH_000913-T1												
OG0023399									NEPH_000916-T1												
OG0023400									NEPH_000917-T1												
OG0023401									NEPH_000921-T1												
OG0023402									NEPH_000922-T1												
OG0023403									NEPH_000923-T1												
OG0023404									NEPH_000924-T1												
OG0023405									NEPH_000925-T1												
OG0023406									NEPH_000926-T1												
OG0023407									NEPH_000927-T1												
OG0023408									NEPH_000928-T1												
OG0023409									NEPH_000929-T1												
OG0023410									NEPH_000930-T1												
OG0023411									NEPH_000932-T1												
OG0023412									NEPH_000933-T1												
OG0023413									NEPH_000935-T1												
OG0023414									NEPH_000936-T1												
OG0023415									NEPH_000937-T1												
OG0023416									NEPH_000938-T1												
OG0023417									NEPH_000940-T1												
OG0023418									NEPH_000943-T1												
OG0023419									NEPH_000944-T1												
OG0023420									NEPH_000945-T1												
OG0023421									NEPH_000947-T1												
OG0023422									NEPH_000948-T1												
OG0023423									NEPH_000949-T1												
OG0023424									NEPH_000950-T1												
OG0023425									NEPH_000951-T1												
OG0023426									NEPH_000953-T1												
OG0023427									NEPH_000954-T1												
OG0023428									NEPH_000955-T1												
OG0023429									NEPH_000956-T1												
OG0023430									NEPH_000957-T1												
OG0023431									NEPH_000959-T1												
OG0023432									NEPH_000962-T1												
OG0023433									NEPH_000964-T1												
OG0023434									NEPH_000965-T1												
OG0023435									NEPH_000967-T1												
OG0023436									NEPH_000968-T1												
OG0023437									NEPH_000970-T1												
OG0023438									NEPH_000972-T1												
OG0023439									NEPH_000973-T1												
OG0023440									NEPH_000974-T1												
OG0023441									NEPH_000977-T1												
OG0023442									NEPH_000978-T1												
OG0023443									NEPH_000979-T1												
OG0023444									NEPH_000981-T1												
OG0023445									NEPH_000983-T1												
OG0023446									NEPH_000984-T1												
OG0023447									NEPH_000985-T1												
OG0023448									NEPH_000987-T1												
OG0023449									NEPH_000989-T1												
OG0023450									NEPH_000990-T1												
OG0023451									NEPH_000991-T1												
OG0023452									NEPH_000993-T1												
OG0023453									NEPH_000994-T1												
OG0023454									NEPH_000996-T1												
OG0023455									NEPH_000998-T1												
OG0023456									NEPH_000999-T1												
OG0023457									NEPH_001002-T1												
OG0023458									NEPH_001003-T1												
OG0023459									NEPH_001004-T1												
OG0023460									NEPH_001005-T1												
OG0023461									NEPH_001008-T1												
OG0023462									NEPH_001009-T1												
OG0023463									NEPH_001010-T1												
OG0023464									NEPH_001011-T1												
OG0023465									NEPH_001012-T1												
OG0023466									NEPH_001015-T1												
OG0023467									NEPH_001016-T1												
OG0023468									NEPH_001017-T1												
OG0023469									NEPH_001020-T1												
OG0023470									NEPH_001021-T1												
OG0023471									NEPH_001022-T1												
OG0023472									NEPH_001023-T1												
OG0023473									NEPH_001025-T1												
OG0023474									NEPH_001026-T1												
OG0023475									NEPH_001027-T1												
OG0023476									NEPH_001028-T1												
OG0023477									NEPH_001029-T1												
OG0023478									NEPH_001031-T1												
OG0023479									NEPH_001032-T1												
OG0023480									NEPH_001033-T1												
OG0023481									NEPH_001034-T1												
OG0023482									NEPH_001036-T1												
OG0023483									NEPH_001037-T1												
OG0023484									NEPH_001045-T1												
OG0023485									NEPH_001048-T1												
OG0023486									NEPH_001049-T1												
OG0023487									NEPH_001051-T1												
OG0023488									NEPH_001052-T1												
OG0023489									NEPH_001054-T1												
OG0023490									NEPH_001056-T1												
OG0023491									NEPH_001057-T1												
OG0023492									NEPH_001059-T1												
OG0023493									NEPH_001062-T1												
OG0023494									NEPH_001063-T1												
OG0023495									NEPH_001067-T1												
OG0023496									NEPH_001068-T1												
OG0023497									NEPH_001070-T1												
OG0023498									NEPH_001071-T1												
OG0023499									NEPH_001074-T1												
OG0023500									NEPH_001075-T1												
OG0023501									NEPH_001076-T1												
OG0023502									NEPH_001077-T1												
OG0023503									NEPH_001081-T1												
OG0023504									NEPH_001083-T1												
OG0023505									NEPH_001085-T1												
OG0023506									NEPH_001086-T1												
OG0023507									NEPH_001088-T1												
OG0023508									NEPH_001089-T1												
OG0023509									NEPH_001090-T1												
OG0023510									NEPH_001091-T1												
OG0023511									NEPH_001095-T1												
OG0023512									NEPH_001097-T1												
OG0023513									NEPH_001098-T1												
OG0023514									NEPH_001100-T1												
OG0023515									NEPH_001102-T1												
OG0023516									NEPH_001104-T1												
OG0023517									NEPH_001106-T1												
OG0023518									NEPH_001107-T1												
OG0023519									NEPH_001108-T1												
OG0023520									NEPH_001112-T1												
OG0023521									NEPH_001113-T1												
OG0023522									NEPH_001114-T1												
OG0023523									NEPH_001115-T1												
OG0023524									NEPH_001116-T1												
OG0023525									NEPH_001117-T1												
OG0023526									NEPH_001118-T1												
OG0023527									NEPH_001119-T1												
OG0023528									NEPH_001122-T1												
OG0023529									NEPH_001123-T1												
OG0023530									NEPH_001125-T1												
OG0023531									NEPH_001130-T1												
OG0023532									NEPH_001132-T1												
OG0023533									NEPH_001135-T1												
OG0023534									NEPH_001138-T1												
OG0023535									NEPH_001141-T1												
OG0023536									NEPH_001145-T1												
OG0023537									NEPH_001149-T1												
OG0023538									NEPH_001150-T1												
OG0023539									NEPH_001153-T1												
OG0023540									NEPH_001155-T1												
OG0023541									NEPH_001158-T1												
OG0023542									NEPH_001159-T1												
OG0023543									NEPH_001161-T1												
OG0023544									NEPH_001162-T1												
OG0023545									NEPH_001165-T1												
OG0023546									NEPH_001166-T1												
OG0023547									NEPH_001167-T1												
OG0023548									NEPH_001169-T1												
OG0023549									NEPH_001171-T1												
OG0023550									NEPH_001173-T1												
OG0023551									NEPH_001179-T1												
OG0023552									NEPH_001182-T1												
OG0023553									NEPH_001184-T1												
OG0023554									NEPH_001185-T1												
OG0023555									NEPH_001186-T1												
OG0023556									NEPH_001188-T1												
OG0023557									NEPH_001189-T1												
OG0023558									NEPH_001190-T1												
OG0023559									NEPH_001192-T1												
OG0023560									NEPH_001194-T1												
OG0023561									NEPH_001198-T1												
OG0023562									NEPH_001201-T1												
OG0023563									NEPH_001202-T1												
OG0023564									NEPH_001204-T1												
OG0023565									NEPH_001206-T1												
OG0023566									NEPH_001207-T1												
OG0023567									NEPH_001208-T1												
OG0023568									NEPH_001209-T1												
OG0023569									NEPH_001210-T1												
OG0023570									NEPH_001214-T1												
OG0023571									NEPH_001217-T1												
OG0023572									NEPH_001223-T1												
OG0023573									NEPH_001224-T1												
OG0023574									NEPH_001225-T1												
OG0023575									NEPH_001232-T1												
OG0023576									NEPH_001233-T1												
OG0023577									NEPH_001238-T1												
OG0023578									NEPH_001242-T1												
OG0023579									NEPH_001243-T1												
OG0023580									NEPH_001246-T1												
OG0023581									NEPH_001249-T1												
OG0023582									NEPH_001252-T1												
OG0023583									NEPH_001254-T1												
OG0023584									NEPH_001255-T1												
OG0023585									NEPH_001256-T1												
OG0023586									NEPH_001257-T1												
OG0023587									NEPH_001258-T1												
OG0023588									NEPH_001261-T1												
OG0023589									NEPH_001262-T1												
OG0023590									NEPH_001263-T1												
OG0023591									NEPH_001264-T1												
OG0023592									NEPH_001266-T1												
OG0023593									NEPH_001267-T1												
OG0023594									NEPH_001269-T1												
OG0023595									NEPH_001272-T1												
OG0023596									NEPH_001273-T1												
OG0023597									NEPH_001277-T1												
OG0023598									NEPH_001280-T1												
OG0023599									NEPH_001281-T1												
OG0023600									NEPH_001283-T1												
OG0023601									NEPH_001285-T1												
OG0023602									NEPH_001286-T1												
OG0023603									NEPH_001288-T1												
OG0023604									NEPH_001289-T1												
OG0023605									NEPH_001291-T1												
OG0023606									NEPH_001292-T1												
OG0023607									NEPH_001294-T1												
OG0023608									NEPH_001295-T1												
OG0023609									NEPH_001296-T1												
OG0023610									NEPH_001297-T1												
OG0023611									NEPH_001298-T1												
OG0023612									NEPH_001300-T1												
OG0023613									NEPH_001302-T1												
OG0023614									NEPH_001305-T1												
OG0023615									NEPH_001306-T1												
OG0023616									NEPH_001307-T1												
OG0023617									NEPH_001308-T1												
OG0023618									NEPH_001309-T1												
OG0023619									NEPH_001310-T1												
OG0023620									NEPH_001311-T1												
OG0023621									NEPH_001314-T1												
OG0023622									NEPH_001315-T1												
OG0023623									NEPH_001317-T1												
OG0023624									NEPH_001322-T1												
OG0023625									NEPH_001331-T1												
OG0023626									NEPH_001332-T1												
OG0023627									NEPH_001333-T1												
OG0023628									NEPH_001336-T1												
OG0023629									NEPH_001349-T1												
OG0023630									NEPH_001350-T1												
OG0023631									NEPH_001351-T1												
OG0023632									NEPH_001354-T1												
OG0023633									NEPH_001355-T1												
OG0023634									NEPH_001356-T1												
OG0023635									NEPH_001359-T1												
OG0023636									NEPH_001361-T1												
OG0023637									NEPH_001363-T1												
OG0023638									NEPH_001365-T1												
OG0023639									NEPH_001368-T1												
OG0023640									NEPH_001370-T1												
OG0023641									NEPH_001371-T1												
OG0023642									NEPH_001374-T1												
OG0023643									NEPH_001375-T1												
OG0023644									NEPH_001378-T1												
OG0023645									NEPH_001379-T1												
OG0023646									NEPH_001381-T1												
OG0023647									NEPH_001382-T1												
OG0023648									NEPH_001384-T1												
OG0023649									NEPH_001385-T1												
OG0023650									NEPH_001386-T1												
OG0023651									NEPH_001387-T1												
OG0023652									NEPH_001390-T1												
OG0023653									NEPH_001391-T1												
OG0023654									NEPH_001392-T1												
OG0023655									NEPH_001393-T1												
OG0023656									NEPH_001395-T1												
OG0023657									NEPH_001396-T1												
OG0023658									NEPH_001398-T1												
OG0023659									NEPH_001399-T1												
OG0023660									NEPH_001400-T1												
OG0023661									NEPH_001401-T1												
OG0023662									NEPH_001403-T1												
OG0023663									NEPH_001404-T1												
OG0023664									NEPH_001409-T1												
OG0023665									NEPH_001410-T1												
OG0023666									NEPH_001412-T1												
OG0023667									NEPH_001414-T1												
OG0023668									NEPH_001415-T1												
OG0023669									NEPH_001417-T1												
OG0023670									NEPH_001418-T1												
OG0023671									NEPH_001420-T1												
OG0023672									NEPH_001421-T1												
OG0023673									NEPH_001423-T1												
OG0023674									NEPH_001427-T1												
OG0023675									NEPH_001428-T1												
OG0023676									NEPH_001429-T1												
OG0023677									NEPH_001430-T1												
OG0023678									NEPH_001432-T1												
OG0023679									NEPH_001435-T1												
OG0023680									NEPH_001436-T1												
OG0023681									NEPH_001437-T1												
OG0023682									NEPH_001438-T1												
OG0023683									NEPH_001440-T1												
OG0023684									NEPH_001443-T1												
OG0023685									NEPH_001444-T1												
OG0023686									NEPH_001445-T1												
OG0023687									NEPH_001447-T1												
OG0023688									NEPH_001448-T1												
OG0023689									NEPH_001452-T1												
OG0023690									NEPH_001455-T1												
OG0023691									NEPH_001456-T1												
OG0023692									NEPH_001460-T1												
OG0023693									NEPH_001463-T1												
OG0023694									NEPH_001464-T1												
OG0023695									NEPH_001467-T1												
OG0023696									NEPH_001469-T1												
OG0023697									NEPH_001473-T1												
OG0023698									NEPH_001475-T1												
OG0023699									NEPH_001477-T1												
OG0023700									NEPH_001478-T1												
OG0023701									NEPH_001479-T1												
OG0023702									NEPH_001480-T1												
OG0023703									NEPH_001481-T1												
OG0023704									NEPH_001483-T1												
OG0023705									NEPH_001485-T1												
OG0023706									NEPH_001486-T1												
OG0023707									NEPH_001487-T1												
OG0023708									NEPH_001489-T1												
OG0023709									NEPH_001491-T1												
OG0023710									NEPH_001492-T1												
OG0023711									NEPH_001493-T1												
OG0023712									NEPH_001495-T1												
OG0023713									NEPH_001496-T1												
OG0023714									NEPH_001500-T1												
OG0023715									NEPH_001504-T1												
OG0023716									NEPH_001510-T1												
OG0023717									NEPH_001517-T1												
OG0023718									NEPH_001520-T1												
OG0023719									NEPH_001525-T1												
OG0023720									NEPH_001526-T1												
OG0023721									NEPH_001528-T1												
OG0023722									NEPH_001529-T1												
OG0023723									NEPH_001531-T1												
OG0023724									NEPH_001533-T1												
OG0023725									NEPH_001538-T1												
OG0023726									NEPH_001539-T1												
OG0023727									NEPH_001541-T1												
OG0023728									NEPH_001546-T1												
OG0023729									NEPH_001550-T1												
OG0023730									NEPH_001552-T1												
OG0023731									NEPH_001554-T1												
OG0023732									NEPH_001558-T1												
OG0023733									NEPH_001564-T1												
OG0023734									NEPH_001566-T1												
OG0023735									NEPH_001568-T1												
OG0023736									NEPH_001569-T1												
OG0023737									NEPH_001570-T1												
OG0023738									NEPH_001572-T1												
OG0023739									NEPH_001573-T1												
OG0023740									NEPH_001574-T1												
OG0023741									NEPH_001575-T1												
OG0023742									NEPH_001577-T1												
OG0023743									NEPH_001578-T1												
OG0023744									NEPH_001579-T1												
OG0023745									NEPH_001581-T1												
OG0023746									NEPH_001582-T1												
OG0023747									NEPH_001583-T1												
OG0023748									NEPH_001584-T1												
OG0023749									NEPH_001586-T1												
OG0023750									NEPH_001587-T1												
OG0023751									NEPH_001592-T1												
OG0023752									NEPH_001594-T1												
OG0023753									NEPH_001596-T1												
OG0023754									NEPH_001597-T1												
OG0023755									NEPH_001598-T1												
OG0023756									NEPH_001599-T1												
OG0023757									NEPH_001600-T1												
OG0023758									NEPH_001603-T1												
OG0023759									NEPH_001604-T1												
OG0023760									NEPH_001606-T1												
OG0023761									NEPH_001609-T1												
OG0023762									NEPH_001610-T1												
OG0023763									NEPH_001612-T1												
OG0023764									NEPH_001616-T1												
OG0023765									NEPH_001619-T1												
OG0023766									NEPH_001622-T1												
OG0023767									NEPH_001623-T1												
OG0023768									NEPH_001625-T1												
OG0023769									NEPH_001627-T1												
OG0023770									NEPH_001631-T1												
OG0023771									NEPH_001633-T1												
OG0023772									NEPH_001637-T1												
OG0023773									NEPH_001638-T1												
OG0023774									NEPH_001640-T1												
OG0023775									NEPH_001641-T1												
OG0023776									NEPH_001642-T1												
OG0023777									NEPH_001644-T1												
OG0023778									NEPH_001649-T1												
OG0023779									NEPH_001652-T1												
OG0023780									NEPH_001654-T1												
OG0023781									NEPH_001656-T1												
OG0023782									NEPH_001658-T1												
OG0023783									NEPH_001660-T1												
OG0023784									NEPH_001661-T1												
OG0023785									NEPH_001662-T1												
OG0023786									NEPH_001663-T1												
OG0023787									NEPH_001664-T1												
OG0023788									NEPH_001668-T1												
OG0023789									NEPH_001669-T1												
OG0023790									NEPH_001671-T1												
OG0023791									NEPH_001672-T1												
OG0023792									NEPH_001674-T1												
OG0023793									NEPH_001676-T1												
OG0023794									NEPH_001677-T1												
OG0023795									NEPH_001679-T1												
OG0023796									NEPH_001680-T1												
OG0023797									NEPH_001681-T1												
OG0023798									NEPH_001682-T1												
OG0023799									NEPH_001683-T1												
OG0023800									NEPH_001685-T1												
OG0023801									NEPH_001686-T1												
OG0023802									NEPH_001690-T1												
OG0023803									NEPH_001691-T1												
OG0023804									NEPH_001693-T1												
OG0023805									NEPH_001695-T1												
OG0023806									NEPH_001696-T1												
OG0023807									NEPH_001700-T1												
OG0023808									NEPH_001702-T1												
OG0023809									NEPH_001707-T1												
OG0023810									NEPH_001710-T1												
OG0023811									NEPH_001711-T1												
OG0023812									NEPH_001712-T1												
OG0023813									NEPH_001714-T1												
OG0023814									NEPH_001715-T1												
OG0023815									NEPH_001716-T1												
OG0023816									NEPH_001717-T1												
OG0023817									NEPH_001721-T1												
OG0023818									NEPH_001724-T1												
OG0023819									NEPH_001725-T1												
OG0023820									NEPH_001726-T1												
OG0023821									NEPH_001727-T1												
OG0023822									NEPH_001729-T1												
OG0023823									NEPH_001730-T1												
OG0023824									NEPH_001731-T1												
OG0023825									NEPH_001732-T1												
OG0023826									NEPH_001734-T1												
OG0023827									NEPH_001736-T1												
OG0023828									NEPH_001737-T1												
OG0023829									NEPH_001740-T1												
OG0023830									NEPH_001743-T1												
OG0023831									NEPH_001744-T1												
OG0023832									NEPH_001747-T1												
OG0023833									NEPH_001748-T1												
OG0023834									NEPH_001750-T1												
OG0023835									NEPH_001754-T1												
OG0023836									NEPH_001758-T1												
OG0023837									NEPH_001762-T1												
OG0023838									NEPH_001763-T1												
OG0023839									NEPH_001764-T1												
OG0023840									NEPH_001767-T1												
OG0023841									NEPH_001768-T1												
OG0023842									NEPH_001769-T1												
OG0023843									NEPH_001770-T1												
OG0023844									NEPH_001771-T1												
OG0023845									NEPH_001772-T1												
OG0023846									NEPH_001773-T1												
OG0023847									NEPH_001776-T1												
OG0023848									NEPH_001780-T1												
OG0023849									NEPH_001782-T1												
OG0023850									NEPH_001783-T1												
OG0023851									NEPH_001784-T1												
OG0023852									NEPH_001785-T1												
OG0023853									NEPH_001786-T1												
OG0023854									NEPH_001787-T1												
OG0023855									NEPH_001788-T1												
OG0023856									NEPH_001790-T1												
OG0023857									NEPH_001793-T1												
OG0023858									NEPH_001794-T1												
OG0023859									NEPH_001795-T1												
OG0023860									NEPH_001796-T1												
OG0023861									NEPH_001797-T1												
OG0023862									NEPH_001798-T1												
OG0023863									NEPH_001799-T1												
OG0023864									NEPH_001800-T1												
OG0023865									NEPH_001801-T1												
OG0023866									NEPH_001805-T1												
OG0023867									NEPH_001806-T1												
OG0023868									NEPH_001807-T1												
OG0023869									NEPH_001808-T1												
OG0023870									NEPH_001810-T1												
OG0023871									NEPH_001813-T1												
OG0023872									NEPH_001814-T1												
OG0023873									NEPH_001820-T1												
OG0023874									NEPH_001821-T1												
OG0023875									NEPH_001823-T1												
OG0023876									NEPH_001824-T1												
OG0023877									NEPH_001825-T1												
OG0023878									NEPH_001829-T1												
OG0023879									NEPH_001830-T1												
OG0023880									NEPH_001831-T1												
OG0023881									NEPH_001833-T1												
OG0023882									NEPH_001834-T1												
OG0023883									NEPH_001835-T1												
OG0023884									NEPH_001836-T1												
OG0023885									NEPH_001837-T1												
OG0023886									NEPH_001840-T1												
OG0023887									NEPH_001844-T1												
OG0023888									NEPH_001846-T1												
OG0023889									NEPH_001848-T1												
OG0023890									NEPH_001849-T1												
OG0023891									NEPH_001853-T1												
OG0023892									NEPH_001857-T1												
OG0023893									NEPH_001858-T1												
OG0023894									NEPH_001869-T1												
OG0023895									NEPH_001870-T1												
OG0023896									NEPH_001871-T1												
OG0023897									NEPH_001872-T1												
OG0023898									NEPH_001873-T1												
OG0023899									NEPH_001874-T1												
OG0023900									NEPH_001875-T1												
OG0023901									NEPH_001879-T1												
OG0023902									NEPH_001880-T1												
OG0023903									NEPH_001883-T1												
OG0023904									NEPH_001885-T1												
OG0023905									NEPH_001886-T1												
OG0023906									NEPH_001889-T1												
OG0023907									NEPH_001892-T1												
OG0023908									NEPH_001893-T1												
OG0023909									NEPH_001894-T1												
OG0023910									NEPH_001895-T1												
OG0023911									NEPH_001896-T1												
